Set,일자,품목0 변동률,품목1 변동률,품목2 변동률,품목3 변동률,품목4 변동률,품목5 변동률,품목6 변동률,품목7 변동률,품목8 변동률,품목9 변동률,품목10 변동률,품목11 변동률,품목12 변동률,품목13 변동률,품목14 변동률,품목15 변동률,품목16 변동률,품목17 변동률,품목18 변동률,품목19 변동률,품목20 변동률,품목21 변동률,품목22 변동률,품목23 변동률,품목24 변동률,품목25 변동률,품목26 변동률,품목27 변동률,품목28 변동률,품목29 변동률,품목30 변동률,품목31 변동률,품목32 변동률,품목33 변동률,품목34 변동률,품목35 변동률,품목36 변동률
0,d+1,0.15179215344376626,0.005881714430559008,0.007862651363277606,-0.02596753533372427,8.489032898581478e-05,-0.03987536277131473,-0.717137265942413,-0.05461723704091425,-0.14330195718823285,-0.02781842642024933,-0.0015779844658201625,0.08544930612313154,-0.04566897238707574,0.02086858290375988,-0.029249770234417143,0.05109612892330035,,-0.005572329708333067,-0.04280815710925399,-0.037585274805115386,0.029720238098564753,-0.05002442880068948,-0.013393536894544991,-0.036292009300645835,-0.049145699252006375,0.04869249400128704,0.04382883622658133,-0.016708362672478088,-0.0133386757948614,-0.06771437354479475,-0.023071399571468424,0.016361586139583804,0.05047427515697409,-0.06667072506895264,-0.03316752632168843,0.049704198807707566,-0.01891891015361488
0,d+2,0.16439407149084576,-0.015329743170800833,-0.0063649349679410485,-0.0016438701724185644,-0.004239786794032876,-0.018029766641674085,,-0.06331543133701759,-0.19916598283939732,-0.03469922078808643,0.0020982847874751686,0.034416580257551746,-0.05054266483128946,0.01351180005497836,-0.04721933030596998,0.04104495797618708,-0.0007155473903715688,0.0027184266808071055,-0.028657031132833508,-0.029805715832587166,0.005623692107866095,-0.04073649082499516,0.007871476141585818,0.026767795026666468,-0.0524179409389325,0.10539724781694858,0.13289685955803157,-0.05669505924975674,-0.010941588690948688,-0.06121888050564538,-0.03210672662302303,0.01419329747813666,0.022566230988741748,-0.06957707006874218,-0.0359566602911739,0.049467029763814105,-0.007920694627167364
0,d+3,,,,,,,-0.7484786109639051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,d+4,0.1505730246375407,-0.01934408080735813,-0.005212684406304321,-0.026291645775728505,0.002703532608026126,-0.05179967937574016,,-0.06074809405309858,-0.17345456699297587,-0.03732304952761161,-0.015920767249494015,0.03602609253815139,-0.06724964670167016,0.009835092017705351,-0.05530957980309138,0.06985776379122044,-0.028829533829514028,-0.012594272919967066,-0.05680249141711257,-0.017619202339897756,-0.014793669126399088,-0.03840300274756981,-0.04156422719903208,-0.058564937761870633,-0.015603211585397164,0.11364277785425922,0.16654970840545413,-0.08070877654741081,-0.027447679394505587,-0.03698883333994208,-0.001568268660138936,0.08884948189088271,0.030438747860123294,-0.062171249634193584,-0.026597330088790415,0.04473652279340632,0.02273196868627028
0,d+5,0.13429344182892558,0.0028089988592262215,-0.014057602759540797,-0.06367087364984676,-0.01646578301917836,-0.03825108297321302,,-0.04887634966310208,-0.16570170128842682,-0.0349438886834155,-0.015709179641055677,0.06325635788659678,-0.05508531099949576,0.01721982544504551,-0.04470740397575851,0.08610876361412484,-0.08511317492464357,-0.016800465786134127,-0.06382390306099253,-0.012867832250550045,0.007204257254939979,-0.045943068061633896,-0.02517194357949327,-0.008567359920596736,-0.07107926276188781,0.04051823544780332,0.15221707871569637,-0.10314111456120634,-0.01885945446888582,-0.06551519475058694,0.0018568658834156792,0.12252854992398911,0.03043306469869476,-0.06572900543638292,-0.008230884142411927,0.051113685141569366,0.009029165567677095
0,d+6,0.1425008750686171,0.0016503617601013856,0.019691090363672323,-0.064724320819693,0.018424834560642527,-0.04199294556178766,,-0.0876618601216303,-0.14280996833119253,-0.043782367214436055,-0.012985765153227066,0.10173436199500953,-0.07247959182210627,0.06535037234092816,-0.04068372788053511,0.09127207409380787,,-0.019475690325897858,-0.1259140418244415,-0.05120849706471473,0.01388184574765934,-0.05642809028338686,-0.05905195054035521,-0.022888206322603626,-0.11029393385259374,0.08063707102569194,0.08459428339057161,-0.08537650953648188,-0.05282867007003726,-0.04517175056865787,-0.01119314764144147,0.15981965264060555,0.019555383727794744,-0.06663477681682585,-0.01793579479042475,0.0037385318129099765,0.00933740319506957
0,d+7,0.19352314895540695,-0.014807247908193268,-0.0030059912375292775,-0.08008986159289094,0.015233342910448628,-0.04314326546404249,-0.7363186164105282,-0.08136400077804065,-0.15953966606013126,-0.03802482866153105,-0.003373076084812728,0.1792882210622887,-0.06830328754975921,-0.0037521288879832633,-0.06511070166961215,0.1420563337695458,-0.07697970198255907,-0.008314002372131906,-0.07590220489824964,-0.025650895843756273,0.02639826949505079,-0.03856132526277563,-0.062104796800638976,-0.12124559845228734,-0.07589287364953651,-0.02458039778750352,0.047778015194092686,-0.1605683377983643,-0.04667108675022124,-0.06927596237020073,-0.004724420933818359,0.16393291692787135,-0.004706179072876497,-0.0655643375270121,-0.048989130560932306,0.0016986370799386336,0.008141287920226361
0,d+8,0.12827291807936958,-0.021473338935980576,0.0002499895161865527,-0.07182578059955762,0.010636869468505292,-0.059918268754462455,-0.6219440396278633,-0.07798783427993038,-0.16899030660351036,-0.032161324187408656,-0.014858865211810008,0.14080008719036233,-0.048706460155125066,0.00516715482627277,-0.04563282970230574,0.04605989271593656,-0.09876840356377611,-0.026444936360393006,-0.08398343570973914,-0.0753820498936268,0.010006654053627039,-0.05549772314346903,-0.030264607993157118,-0.09678938712751844,-0.08900271581274359,0.019251985956776047,-0.00536042251295097,-0.17432041451300567,-0.04973301810348591,-0.11050585158944148,-0.010446918168310393,0.14072283776384914,0.024400773830653425,-0.06979412988616286,-0.03340006089571972,-0.011786505609261727,-0.020294651085446674
0,d+9,0.16450863766992793,-0.005513043151190868,-0.006795104386934253,-0.05930276487162429,0.010228085778402325,-0.02711053999500222,-0.8499051625154566,-0.05539399276263174,-0.19819210305104246,-0.03692902339095284,-0.015304403346651712,0.09889223281762126,-0.0706970631263203,-0.019294333953748972,-0.06236603463297404,0.09071887865253306,-0.08286912319787933,-0.011405525739712949,-0.0743850102376578,-0.058190025670740525,0.023891417304664538,-0.059726377188806065,-0.06607872220877725,-0.03564791843135304,-0.08216581416725369,0.13469638621076185,0.0546304711031517,-0.20391668630400797,-0.04954963112285308,-0.08749905805003501,-0.008101862679937155,0.16127292125452555,0.014046053707852007,-0.0823004556163995,-0.062047142735723045,-0.03881138461663392,0.017087891042813004
0,d+10,,,,,,,-0.83759178295943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
